Date,Country,Category,ProductName,PaymentMethod,OrderPriority,ReturnStatus,ReturnBinary,UnitPrice,Quantity,Discount,ShippingCost,Revenue,Discount_Amount,Net_Revenue,Estimated_Profit,Profit_per_unit,Effective_UnitPrice,Shipping_Burden,Order_Value,stringencyindex,stay_home_requirement,is_covid,is_lockdown
2018-01-01,Not Available,Fashion,Titak watch,credit_card,Medium,Not Available,0,228.0,1.0,0.1,14.1,228.0,22.8,205.2,191.1,191.1,205.2,0.06871345029239766,219.29999999999998,0.0,0.0,0,0
2018-01-01,Not Available,Fashion,Suits,credit_card,Medium,Not Available,0,109.0,2.0,0.1,2.7,218.0,21.8,196.2,193.5,96.75,98.1,0.01376146788990826,198.89999999999998,0.0,0.0,0,0
2018-01-01,Not Available,Fashion,Sneakers,credit_card,Medium,Not Available,0,62.0,5.0,0.4,1.2,310.0,124.0,186.0,184.8,36.96,37.2,0.0064516129032258064,187.2,0.0,0.0,0,0
2018-01-01,Not Available,Fashion,Titak watch,credit_card,Medium,Not Available,0,228.0,1.0,0.4,13.9,228.0,91.2,136.8,122.9,122.9,136.8,0.10160818713450291,150.70000000000002,0.0,0.0,0,0
2018-01-01,Not Available,Home & Furniture,Dinner Crockery,credit_card,Medium,Not Available,0,133.0,5.0,0.2,4.0,665.0,133.0,532.0,528.0,105.6,106.4,0.007518796992481203,536.0,0.0,0.0,0,0
2018-01-01,Not Available,Fashion,Jeans,credit_card,Medium,Not Available,0,218.0,2.0,0.5,13.4,436.0,218.0,218.0,204.6,102.3,109.0,0.061467889908256884,231.4,0.0,0.0,0,0
2018-01-01,Not Available,Home & Furniture,Towels,credit_card,Medium,Not Available,0,228.0,2.0,0.2,13.0,456.0,91.2,364.8,351.8,175.9,182.4,0.0356359649122807,377.8,0.0,0.0,0,0
2018-01-01,Not Available,Fashion,Formal Shoes,credit_card,Low,Not Available,0,213.0,2.0,0.5,11.2,426.0,213.0,213.0,201.8,100.9,106.5,0.05258215962441314,224.2,0.0,0.0,0,0
2018-01-01,Not Available,Auto & Accessories,Car Media Players,e_wallet,Medium,Not Available,0,140.0,4.0,0.3,4.3,560.0,168.0,392.0,387.7,96.925,98.0,0.01096938775510204,396.3,0.0,0.0,0,0
2018-01-01,Not Available,Fashion,Casula Shoes,credit_card,Medium,Not Available,0,122.0,1.0,0.4,4.0,122.0,48.800000000000004,73.19999999999999,69.19999999999999,69.19999999999999,73.19999999999999,0.054644808743169404,77.19999999999999,0.0,0.0,0,0
2018-01-01,Not Available,Fashion,Formal Shoes,credit_card,Medium,Not Available,0,213.0,1.0,0.3,12.7,213.0,63.9,149.1,136.4,136.4,149.1,0.085177733065057,161.79999999999998,0.0,0.0,0,0
2018-01-01,Not Available,Home & Furniture,Shoe Rack,credit_card,Medium,Not Available,0,124.0,2.0,0.3,2.9,248.0,74.39999999999999,173.60000000000002,170.70000000000002,85.35000000000001,86.80000000000001,0.01670506912442396,176.50000000000003,0.0,0.0,0,0
2018-01-02,Not Available,Fashion,Fossil Watch,credit_card,Medium,Not Available,0,159.0,3.0,0.5,7.4,477.0,238.5,238.5,231.1,77.03333333333333,79.5,0.031027253668763105,245.9,0.0,0.0,0,0
2018-01-02,Not Available,Home & Furniture,Sofas,credit_card,Medium,Not Available,0,67.0,1.0,0.2,6.7,67.0,13.4,53.6,46.9,46.9,53.6,0.125,60.300000000000004,0.0,0.0,0,0
2018-01-02,Not Available,Electronic,Iron,credit_card,Medium,Not Available,0,222.0,2.0,0.1,12.9,444.0,44.400000000000006,399.6,386.70000000000005,193.35000000000002,199.8,0.03228228228228228,412.5,0.0,0.0,0,0
2018-01-02,Not Available,Fashion,Sports Wear,credit_card,Medium,Not Available,0,85.0,5.0,0.5,1.7,425.0,212.5,212.5,210.8,42.160000000000004,42.5,0.008,214.2,0.0,0.0,0,0
2018-01-02,Not Available,Home & Furniture,Dinner Crockery,credit_card,Medium,Not Available,0,133.0,5.0,0.4,2.6,665.0,266.0,399.0,396.4,79.28,79.8,0.006516290726817042,401.6,0.0,0.0,0,0
2018-01-02,Not Available,Fashion,Fossil Watch,credit_card,Medium,Not Available,0,159.0,4.0,0.1,7.3,636.0,63.6,572.4,565.1,141.275,143.1,0.012753319357092943,579.6999999999999,0.0,0.0,0,0
2018-01-02,Not Available,Home & Furniture,Dinner Crockery,credit_card,Medium,Not Available,0,133.0,1.0,0.1,5.2,133.0,13.3,119.7,114.5,114.5,119.7,0.04344193817878028,124.9,0.0,0.0,0,0
2018-01-02,Not Available,Fashion,Titak watch,credit_card,Medium,Not Available,0,228.0,4.0,0.5,10.2,912.0,456.0,456.0,445.8,111.45,114.0,0.02236842105263158,466.2,0.0,0.0,0,0
2018-01-02,Not Available,Fashion,Shirts,credit_card,Medium,Not Available,0,196.0,3.0,0.2,10.4,588.0,117.60000000000001,470.4,460.0,153.33333333333334,156.79999999999998,0.022108843537414966,480.79999999999995,0.0,0.0,0,0
2018-01-02,Not Available,Home & Furniture,Bed Sheets,credit_card,Low,Not Available,0,211.0,5.0,0.2,12.0,1055.0,211.0,844.0,832.0,166.4,168.8,0.014218009478672985,856.0,0.0,0.0,0,0
2018-01-02,Not Available,Fashion,Shirts,credit_card,Medium,Not Available,0,196.0,2.0,0.4,10.0,392.0,156.8,235.2,225.2,112.6,117.6,0.04251700680272109,245.2,0.0,0.0,0,0
2018-01-02,Not Available,Fashion,Fossil Watch,credit_card,Critical,Not Available,0,159.0,4.0,0.4,6.6,636.0,254.4,381.6,375.0,93.75,95.4,0.01729559748427673,388.20000000000005,0.0,0.0,0,0
2018-01-02,Not Available,Fashion,Shirts,money_order,Medium,Not Available,0,196.0,5.0,0.4,7.7,980.0,392.0,588.0,580.3,116.05999999999999,117.6,0.013095238095238096,595.7,0.0,0.0,0,0
2018-01-02,Not Available,Home & Furniture,Shoe Rack,credit_card,Medium,Not Available,0,124.0,2.0,0.3,2.9,248.0,74.39999999999999,173.60000000000002,170.70000000000002,85.35000000000001,86.80000000000001,0.01670506912442396,176.50000000000003,0.0,0.0,0,0
2018-01-02,Not Available,Fashion,Fossil Watch,credit_card,High,Not Available,0,159.0,1.0,0.1,7.3,159.0,15.9,143.1,135.79999999999998,135.79999999999998,143.1,0.05101327742837177,150.4,0.0,0.0,0,0
2018-01-02,Not Available,Fashion,T - Shirts,credit_card,High,Not Available,0,248.0,1.0,0.4,12.8,248.0,99.2,148.8,136.0,136.0,148.8,0.08602150537634408,161.60000000000002,0.0,0.0,0,0
2018-01-02,Not Available,Fashion,Running Shoes,credit_card,Medium,Not Available,0,224.0,5.0,0.4,9.9,1120.0,448.0,672.0,662.1,132.42000000000002,134.4,0.014732142857142857,681.9,0.0,0.0,0,0
2018-01-02,Not Available,Fashion,Titak watch,credit_card,Critical,Not Available,0,228.0,2.0,0.5,14.3,456.0,228.0,228.0,213.7,106.85,114.0,0.06271929824561404,242.3,0.0,0.0,0,0
2018-01-02,Not Available,Fashion,Shirts,money_order,Medium,Not Available,0,196.0,1.0,0.5,10.6,196.0,98.0,98.0,87.4,87.4,98.0,0.10816326530612244,108.6,0.0,0.0,0,0
2018-01-02,Not Available,Auto & Accessories,Car Media Players,credit_card,Medium,Not Available,0,140.0,1.0,0.3,4.6,140.0,42.0,98.0,93.4,93.4,98.0,0.046938775510204075,102.6,0.0,0.0,0,0
2018-01-02,Not Available,Fashion,Sneakers,money_order,Medium,Not Available,0,62.0,5.0,0.5,1.2,310.0,155.0,155.0,153.8,30.76,31.0,0.007741935483870968,156.2,0.0,0.0,0,0
2018-01-02,Not Available,Fashion,Sports Wear,credit_card,Medium,Not Available,0,85.0,1.0,0.4,2.1,85.0,34.0,51.0,48.9,48.9,51.0,0.041176470588235294,53.1,0.0,0.0,0,0
2018-01-03,Not Available,Home & Furniture,Umbrellas,money_order,High,Not Available,0,70.0,3.0,0.3,2.3,210.0,63.0,147.0,144.7,48.23333333333333,49.0,0.01564625850340136,149.3,0.0,0.0,0,0
2018-01-03,Not Available,Home & Furniture,Umbrellas,credit_card,Medium,Not Available,0,70.0,1.0,0.5,1.4,70.0,35.0,35.0,33.6,33.6,35.0,0.04,36.4,0.0,0.0,0,0
2018-01-03,Not Available,Auto & Accessories,Bike Tyres,credit_card,Medium,Not Available,0,72.0,4.0,0.3,1.8,288.0,86.39999999999999,201.60000000000002,199.8,49.95,50.400000000000006,0.008928571428571428,203.40000000000003,0.0,0.0,0,0
2018-01-03,Not Available,Fashion,Formal Shoes,credit_card,Medium,Not Available,0,213.0,4.0,0.1,12.4,852.0,85.2,766.8,754.4,188.6,191.7,0.01617110067814293,779.1999999999999,0.0,0.0,0,0
2018-01-03,Not Available,Home & Furniture,Umbrellas,debit_card,Medium,Not Available,0,70.0,3.0,0.2,2.3,210.0,42.0,168.0,165.7,55.23333333333333,56.0,0.013690476190476189,170.3,0.0,0.0,0,0
2018-01-03,Not Available,Auto & Accessories,Bike Tyres,credit_card,High,Not Available,0,72.0,4.0,0.3,1.8,288.0,86.39999999999999,201.60000000000002,199.8,49.95,50.400000000000006,0.008928571428571428,203.40000000000003,0.0,0.0,0,0
2018-01-03,Not Available,Fashion,T - Shirts,credit_card,High,Not Available,0,248.0,3.0,0.4,15.3,744.0,297.6,446.4,431.09999999999997,143.7,148.79999999999998,0.0342741935483871,461.7,0.0,0.0,0,0
2018-01-03,Not Available,Home & Furniture,Shoe Rack,money_order,High,Not Available,0,124.0,1.0,0.4,3.4,124.0,49.6,74.4,71.0,71.0,74.4,0.04569892473118279,77.80000000000001,0.0,0.0,0,0
2018-01-03,Not Available,Fashion,Shirts,money_order,High,Not Available,0,196.0,5.0,0.4,7.7,980.0,392.0,588.0,580.3,116.05999999999999,117.6,0.013095238095238096,595.7,0.0,0.0,0,0
2018-01-03,Not Available,Auto & Accessories,Tyre,money_order,High,Not Available,0,250.0,2.0,0.2,16.0,500.0,100.0,400.0,384.0,192.0,200.0,0.04,416.0,0.0,0.0,0,0
2018-01-03,Not Available,Fashion,Suits,money_order,High,Not Available,0,109.0,1.0,0.5,2.8,109.0,54.5,54.5,51.7,51.7,54.5,0.05137614678899082,57.3,0.0,0.0,0,0
2018-01-03,Not Available,Fashion,Shirts,credit_card,High,Not Available,0,196.0,1.0,0.4,10.8,196.0,78.4,117.6,106.8,106.8,117.6,0.09183673469387756,128.4,0.0,0.0,0,0
2018-01-03,Not Available,Auto & Accessories,Car Speakers,credit_card,Medium,Not Available,0,211.0,5.0,0.3,9.9,1055.0,316.5,738.5,728.6,145.72,147.7,0.013405551794177387,748.4,0.0,0.0,0,0
2018-01-03,Not Available,Fashion,Sneakers,e_wallet,Medium,Not Available,0,62.0,1.0,0.4,2.1,62.0,24.8,37.2,35.1,35.1,37.2,0.056451612903225805,39.300000000000004,0.0,0.0,0,0
2018-01-03,Not Available,Home & Furniture,Beds,credit_card,High,Not Available,0,78.0,1.0,0.2,3.9,78.0,15.600000000000001,62.4,58.5,58.5,62.4,0.0625,66.3,0.0,0.0,0,0
2018-01-03,Not Available,Home & Furniture,Curtains,credit_card,High,Not Available,0,34.0,3.0,0.2,1.1,102.0,20.400000000000002,81.6,80.5,26.833333333333332,27.2,0.013480392156862748,82.69999999999999,0.0,0.0,0,0
2018-01-03,Not Available,Fashion,T - Shirts,credit_card,High,Not Available,0,248.0,2.0,0.4,14.8,496.0,198.4,297.6,282.8,141.4,148.8,0.04973118279569892,312.40000000000003,0.0,0.0,0,0
2018-01-03,Not Available,Fashion,Suits,credit_card,High,Not Available,0,109.0,3.0,0.4,2.2,327.0,130.8,196.2,194.0,64.66666666666667,65.39999999999999,0.011213047910295619,198.39999999999998,0.0,0.0,0,0
2018-01-03,Not Available,Home & Furniture,Dinner Crockery,credit_card,Medium,Not Available,0,133.0,1.0,0.3,4.6,133.0,39.9,93.1,88.5,88.5,93.1,0.04940923737916219,97.69999999999999,0.0,0.0,0,0
2018-01-03,Not Available,Home & Furniture,Bed Sheets,credit_card,Medium,Not Available,0,211.0,3.0,0.3,9.9,633.0,189.9,443.1,433.20000000000005,144.4,147.70000000000002,0.02234258632362898,453.0,0.0,0.0,0,0
2018-01-03,Not Available,Fashion,Formal Shoes,credit_card,Medium,Not Available,0,213.0,2.0,0.3,12.0,426.0,127.8,298.2,286.2,143.1,149.1,0.04024144869215292,310.2,0.0,0.0,0,0
2018-01-03,Not Available,Auto & Accessories,Tyre,credit_card,Medium,Not Available,0,250.0,1.0,0.1,16.3,250.0,25.0,225.0,208.7,208.7,225.0,0.07244444444444445,241.3,0.0,0.0,0,0
2018-01-04,Not Available,Fashion,Suits,credit_card,Medium,Not Available,0,109.0,1.0,0.1,2.8,109.0,10.9,98.1,95.3,95.3,98.1,0.02854230377166157,100.89999999999999,0.0,0.0,0,0
2018-01-04,Not Available,Fashion,Sneakers,credit_card,Medium,Not Available,0,62.0,1.0,0.5,6.2,62.0,31.0,31.0,24.8,24.8,31.0,0.2,37.2,0.0,0.0,0,0
2018-01-04,Not Available,Home & Furniture,Beds,credit_card,Medium,Not Available,0,78.0,4.0,0.2,2.0,312.0,62.400000000000006,249.6,247.6,61.9,62.4,0.008012820512820514,251.6,0.0,0.0,0,0
2018-01-04,Not Available,Fashion,Formal Shoes,credit_card,High,Not Available,0,213.0,3.0,0.5,12.7,639.0,319.5,319.5,306.8,102.26666666666667,106.5,0.03974960876369327,332.2,0.0,0.0,0,0
2018-01-04,Not Available,Fashion,Sneakers,credit_card,Medium,Not Available,0,62.0,4.0,0.4,1.6,248.0,99.2,148.8,147.20000000000002,36.800000000000004,37.2,0.01075268817204301,150.4,0.0,0.0,0,0
2018-01-04,Not Available,Auto & Accessories,Bike Tyres,debit_card,Medium,Not Available,0,72.0,1.0,0.3,2.4,72.0,21.599999999999998,50.400000000000006,48.00000000000001,48.00000000000001,50.400000000000006,0.04761904761904761,52.800000000000004,0.0,0.0,0,0
2018-01-04,Not Available,Home & Furniture,Sofas,credit_card,High,Not Available,0,67.0,1.0,0.3,6.7,67.0,20.099999999999998,46.900000000000006,40.2,40.2,46.900000000000006,0.14285714285714285,53.60000000000001,0.0,0.0,0,0
2018-01-04,Not Available,Auto & Accessories,Car Media Players,money_order,High,Not Available,0,140.0,4.0,0.2,4.9,560.0,112.0,448.0,443.1,110.775,112.0,0.010937500000000001,452.9,0.0,0.0,0,0
2018-01-04,Not Available,Home & Furniture,Shoe Rack,credit_card,Low,Not Available,0,124.0,3.0,0.4,2.9,372.0,148.8,223.2,220.29999999999998,73.43333333333332,74.39999999999999,0.012992831541218637,226.1,0.0,0.0,0,0
2018-01-04,Not Available,Fashion,Fossil Watch,money_order,Medium,Not Available,0,159.0,2.0,0.5,6.3,318.0,159.0,159.0,152.7,76.35,79.5,0.03962264150943396,165.3,0.0,0.0,0,0
2018-01-04,Not Available,Home & Furniture,Towels,credit_card,Medium,Not Available,0,228.0,4.0,0.3,10.2,912.0,273.59999999999997,638.4000000000001,628.2,157.05,159.60000000000002,0.015977443609022552,648.6000000000001,0.0,0.0,0,0
2018-01-04,Not Available,Electronic,Mouse,credit_card,Medium,Not Available,0,111.0,3.0,0.1,2.1,333.0,33.300000000000004,299.7,297.59999999999997,99.19999999999999,99.89999999999999,0.007007007007007008,301.8,0.0,0.0,0,0
2018-01-04,Not Available,Auto & Accessories,Tyre,credit_card,High,Not Available,0,250.0,1.0,0.3,14.5,250.0,75.0,175.0,160.5,160.5,175.0,0.08285714285714285,189.5,0.0,0.0,0,0
2018-01-04,Not Available,Fashion,Titak watch,e_wallet,Medium,Not Available,0,228.0,1.0,0.4,11.2,228.0,91.2,136.8,125.60000000000001,125.60000000000001,136.8,0.08187134502923975,148.0,0.0,0.0,0,0
2018-01-04,Not Available,Home & Furniture,Sofa Covers,credit_card,Medium,Not Available,0,216.0,2.0,0.2,12.7,432.0,86.4,345.6,332.90000000000003,166.45000000000002,172.8,0.03674768518518518,358.3,0.0,0.0,0,0
2018-01-04,Not Available,Fashion,Running Shoes,credit_card,Medium,Not Available,0,224.0,5.0,0.2,12.2,1120.0,224.0,896.0,883.8,176.76,179.2,0.013616071428571427,908.2,0.0,0.0,0,0
2018-01-04,Not Available,Fashion,Titak watch,credit_card,Medium,Not Available,0,228.0,5.0,0.1,13.7,1140.0,114.0,1026.0,1012.3,202.45999999999998,205.2,0.013352826510721246,1039.7,0.0,0.0,0,0
2018-01-04,Not Available,Fashion,Formal Shoes,credit_card,High,Not Available,0,213.0,1.0,0.4,12.9,213.0,85.2,127.8,114.89999999999999,114.89999999999999,127.8,0.10093896713615023,140.7,0.0,0.0,0,0
2018-01-04,Not Available,Home & Furniture,Sofa Covers,credit_card,Medium,Not Available,0,216.0,1.0,0.2,13.2,216.0,43.2,172.8,159.60000000000002,159.60000000000002,172.8,0.07638888888888888,186.0,0.0,0.0,0,0
2018-01-04,Not Available,Fashion,Casula Shoes,credit_card,High,Not Available,0,122.0,2.0,0.5,3.0,244.0,122.0,122.0,119.0,59.5,61.0,0.02459016393442623,125.0,0.0,0.0,0,0
2018-01-04,Not Available,Home & Furniture,Dinning Tables,credit_card,Medium,Not Available,0,119.0,1.0,0.1,3.3,119.0,11.9,107.1,103.8,103.8,107.1,0.03081232492997199,110.39999999999999,0.0,0.0,0,0
2018-01-04,Not Available,Auto & Accessories,Car Speakers,credit_card,High,Not Available,0,211.0,5.0,0.3,9.9,1055.0,316.5,738.5,728.6,145.72,147.7,0.013405551794177387,748.4,0.0,0.0,0,0
2018-01-05,Not Available,Home & Furniture,Dinner Crockery,money_order,Low,Not Available,0,133.0,1.0,0.4,4.8,133.0,53.2,79.8,75.0,75.0,79.8,0.06015037593984962,84.6,0.0,0.0,0,0
2018-01-05,Not Available,Auto & Accessories,Bike Tyres,credit_card,High,Not Available,0,72.0,1.0,0.3,2.4,72.0,21.599999999999998,50.400000000000006,48.00000000000001,48.00000000000001,50.400000000000006,0.04761904761904761,52.800000000000004,0.0,0.0,0,0
2018-01-05,Not Available,Fashion,Jeans,credit_card,Medium,Not Available,0,218.0,1.0,0.4,12.9,218.0,87.2,130.8,117.9,117.9,130.8,0.09862385321100917,143.70000000000002,0.0,0.0,0,0
2018-01-05,Not Available,Auto & Accessories,Car Media Players,credit_card,High,Not Available,0,140.0,3.0,0.2,3.9,420.0,84.0,336.0,332.1,110.7,112.0,0.011607142857142858,339.9,0.0,0.0,0,0
2018-01-05,Not Available,Fashion,T - Shirts,credit_card,Medium,Not Available,0,248.0,5.0,0.2,14.3,1240.0,248.0,992.0,977.7,195.54000000000002,198.4,0.014415322580645162,1006.3,0.0,0.0,0,0
2018-01-05,Not Available,Home & Furniture,Sofa Covers,credit_card,Medium,Not Available,0,216.0,2.0,0.4,10.1,432.0,172.8,259.2,249.1,124.55,129.6,0.03896604938271605,269.3,0.0,0.0,0,0
2018-01-05,Not Available,Fashion,Formal Shoes,credit_card,Medium,Not Available,0,213.0,1.0,0.5,9.0,213.0,106.5,106.5,97.5,97.5,106.5,0.08450704225352113,115.5,0.0,0.0,0,0
2018-01-05,Not Available,Fashion,T - Shirts,credit_card,High,Not Available,0,248.0,5.0,0.3,13.1,1240.0,372.0,868.0,854.9,170.98,173.6,0.015092165898617511,881.1,0.0,0.0,0,0
2018-01-05,Not Available,Home & Furniture,Sofas,credit_card,Low,Not Available,0,67.0,3.0,0.3,2.2,201.0,60.3,140.7,138.5,46.166666666666664,46.9,0.015636105188343997,142.89999999999998,0.0,0.0,0,0
2018-01-05,Not Available,Electronic,Tablet,credit_card,High,Not Available,0,199.0,3.0,0.2,8.9,597.0,119.4,477.6,468.70000000000005,156.23333333333335,159.20000000000002,0.018634840871021775,486.5,0.0,0.0,0,0
2018-01-05,Not Available,Auto & Accessories,Car Seat Covers,e_wallet,High,Not Available,0,114.0,1.0,0.3,2.0,114.0,34.199999999999996,79.80000000000001,77.80000000000001,77.80000000000001,79.80000000000001,0.025062656641604005,81.80000000000001,0.0,0.0,0,0
2018-01-05,Not Available,Fashion,Running Shoes,credit_card,Medium,Not Available,0,224.0,1.0,0.5,13.3,224.0,112.0,112.0,98.7,98.7,112.0,0.11875000000000001,125.3,0.0,0.0,0,0
2018-01-05,Not Available,Fashion,T - Shirts,e_wallet,High,Not Available,0,248.0,5.0,0.4,11.8,1240.0,496.0,744.0,732.2,146.44,148.8,0.015860215053763442,755.8,0.0,0.0,0,0
2018-01-05,Not Available,Home & Furniture,Beds,money_order,Medium,Not Available,0,78.0,2.0,0.4,2.0,156.0,62.400000000000006,93.6,91.6,45.8,46.8,0.021367521367521368,95.6,0.0,0.0,0,0
2018-01-05,Not Available,Home & Furniture,Sofas,e_wallet,Medium,Not Available,0,67.0,1.0,0.3,6.7,67.0,20.099999999999998,46.900000000000006,40.2,40.2,46.900000000000006,0.14285714285714285,53.60000000000001,0.0,0.0,0,0
2018-01-05,Not Available,Auto & Accessories,Car Speakers,credit_card,High,Not Available,0,211.0,5.0,0.3,7.8,1055.0,316.5,738.5,730.7,146.14000000000001,147.7,0.01056194989844279,746.3,0.0,0.0,0,0
2018-01-05,Not Available,Fashion,Sports Wear,money_order,High,Not Available,0,85.0,1.0,0.3,2.8,85.0,25.5,59.5,56.7,56.7,59.5,0.047058823529411764,62.3,0.0,0.0,0,0
2018-01-05,Not Available,Home & Furniture,Dinning Tables,credit_card,Medium,Not Available,0,119.0,1.0,0.3,3.2,119.0,35.699999999999996,83.30000000000001,80.10000000000001,80.10000000000001,83.30000000000001,0.03841536614645858,86.50000000000001,0.0,0.0,0,0
2018-01-05,Not Available,Fashion,Sports Wear,credit_card,Medium,Not Available,0,85.0,2.0,0.5,4.3,170.0,85.0,85.0,80.7,40.35,42.5,0.05058823529411764,89.3,0.0,0.0,0,0
2018-01-05,Not Available,Fashion,T - Shirts,money_order,Medium,Not Available,0,248.0,4.0,0.3,13.8,992.0,297.59999999999997,694.4000000000001,680.6000000000001,170.15000000000003,173.60000000000002,0.01987327188940092,708.2,0.0,0.0,0,0
2018-01-05,Not Available,Auto & Accessories,Tyre,credit_card,High,Not Available,0,250.0,1.0,0.1,16.8,250.0,25.0,225.0,208.2,208.2,225.0,0.07466666666666667,241.8,0.0,0.0,0,0
2018-01-05,Not Available,Fashion,Suits,money_order,Medium,Not Available,0,109.0,1.0,0.5,2.8,109.0,54.5,54.5,51.7,51.7,54.5,0.05137614678899082,57.3,0.0,0.0,0,0
2018-01-06,Not Available,Fashion,Suits,money_order,Medium,Not Available,0,109.0,3.0,0.5,1.3,327.0,163.5,163.5,162.2,54.06666666666666,54.5,0.007951070336391438,164.8,0.0,0.0,0,0
2018-01-06,Not Available,Fashion,Shirts,credit_card,Medium,Not Available,0,196.0,2.0,0.5,9.6,392.0,196.0,196.0,186.4,93.2,98.0,0.04897959183673469,205.6,0.0,0.0,0,0
2018-01-06,Not Available,Fashion,Titak watch,money_order,High,Not Available,0,228.0,5.0,0.4,10.2,1140.0,456.0,684.0,673.8,134.76,136.8,0.014912280701754385,694.2,0.0,0.0,0,0
2018-01-06,Not Available,Fashion,Casula Shoes,e_wallet,Medium,Not Available,0,122.0,3.0,0.1,3.8,366.0,36.6,329.4,325.59999999999997,108.53333333333332,109.8,0.01153612629022465,333.2,0.0,0.0,0,0
2018-01-06,Not Available,Home & Furniture,Curtains,credit_card,Medium,Not Available,0,34.0,4.0,0.3,0.9,136.0,40.8,95.2,94.3,23.575,23.8,0.009453781512605041,96.10000000000001,0.0,0.0,0,0
2018-01-06,Not Available,Electronic,Mixer/Juicer,credit_card,Medium,Not Available,0,83.0,2.0,0.2,4.2,166.0,33.2,132.8,128.60000000000002,64.30000000000001,66.4,0.03162650602409638,137.0,0.0,0.0,0,0
2018-01-06,Not Available,Fashion,T - Shirts,credit_card,Medium,Not Available,0,248.0,5.0,0.4,14.3,1240.0,496.0,744.0,729.7,145.94,148.8,0.019220430107526883,758.3,0.0,0.0,0,0
2018-01-06,Not Available,Auto & Accessories,Car Mat,credit_card,Medium,Not Available,0,54.0,1.0,0.2,5.4,54.0,10.8,43.2,37.800000000000004,37.800000000000004,43.2,0.125,48.6,0.0,0.0,0,0
2018-01-06,Not Available,Fashion,T - Shirts,credit_card,High,Not Available,0,248.0,2.0,0.5,14.3,496.0,248.0,248.0,233.7,116.85,124.0,0.05766129032258065,262.3,0.0,0.0,0,0
2018-01-06,Not Available,Fashion,Casula Shoes,credit_card,Medium,Not Available,0,122.0,2.0,0.5,3.0,244.0,122.0,122.0,119.0,59.5,61.0,0.02459016393442623,125.0,0.0,0.0,0,0
2018-01-06,Not Available,Fashion,Suits,credit_card,High,Not Available,0,109.0,5.0,0.4,0.7,545.0,218.0,327.0,326.3,65.26,65.4,0.0021406727828746177,327.7,0.0,0.0,0,0
2018-01-06,Not Available,Home & Furniture,Bed Sheets,money_order,Medium,Not Available,0,211.0,5.0,0.3,7.8,1055.0,316.5,738.5,730.7,146.14000000000001,147.7,0.01056194989844279,746.3,0.0,0.0,0,0
2018-01-06,Not Available,Home & Furniture,Umbrellas,credit_card,Medium,Not Available,0,70.0,3.0,0.3,2.3,210.0,63.0,147.0,144.7,48.23333333333333,49.0,0.01564625850340136,149.3,0.0,0.0,0,0
