Date,Country,Category,ProductName,PaymentMethod,OrderPriority,ReturnStatus,ReturnBinary,UnitPrice,Quantity,Discount,ShippingCost,Revenue,Discount_Amount,Net_Revenue,Estimated_Profit,Profit_per_unit,Effective_UnitPrice,Shipping_Burden,Order_Value,stringencyindex,stay_home_requirement,is_covid,is_lockdown
1/1/2018,Not Available,Fashion,Running Shoes,credit_card,Medium,Not Available,0,224,4,0.1,13.5,896,89.6,806.4,792.9,198.225,201.6,0.016741071,819.9,0,0,0,0
1/1/2018,Not Available,Home & Furniture,Dinner Crockery,money_order,Medium,Not Available,0,133,1,0.4,4.2,133,53.2,79.8,75.6,75.6,79.8,0.052631579,84,0,0,0,0
1/1/2018,Not Available,Fashion,Formal Shoes,e_wallet,Medium,Not Available,0,213,5,0.4,9,1065,426,639,630,126,127.8,0.014084507,648,0,0,0,0
1/1/2018,Not Available,Fashion,Running Shoes,credit_card,Medium,Not Available,0,224,1,0.2,14,224,44.8,179.2,165.2,165.2,179.2,0.078125,193.2,0,0,0,0
1/1/2018,Not Available,Fashion,Running Shoes,credit_card,High,Not Available,0,224,1,0.3,11.7,224,67.2,156.8,145.1,145.1,156.8,0.074617347,168.5,0,0,0,0
1/1/2018,Not Available,Fashion,Sneakers,credit_card,Medium,Not Available,0,62,1,0.2,1.6,62,12.4,49.6,48,48,49.6,0.032258065,51.2,0,0,0,0
1/1/2018,Not Available,Electronic,Mouse,credit_card,High,Not Available,0,111,1,0.2,2.7,111,22.2,88.8,86.1,86.1,88.8,0.030405405,91.5,0,0,0,0
1/1/2018,Not Available,Auto & Accessories,Car Mat,money_order,Critical,Not Available,0,54,1,0.3,2.7,54,16.2,37.8,35.1,35.1,37.8,0.071428571,40.5,0,0,0,0
1/1/2018,Not Available,Auto & Accessories,Car & Bike Care,e_wallet,High,Not Available,0,118,1,0.2,3.3,118,23.6,94.4,91.1,91.1,94.4,0.034957627,97.7,0,0,0,0
1/1/2018,Not Available,Fashion,Formal Shoes,credit_card,Low,Not Available,0,213,2,0.5,11.2,426,213,213,201.8,100.9,106.5,0.05258216,224.2,0,0,0,0
1/1/2018,Not Available,Fashion,Titak watch,credit_card,Medium,Not Available,0,228,1,0.1,14.1,228,22.8,205.2,191.1,191.1,205.2,0.06871345,219.3,0,0,0,0
1/1/2018,Not Available,Fashion,T - Shirts,credit_card,High,Not Available,0,248,1,0.1,16.6,248,24.8,223.2,206.6,206.6,223.2,0.07437276,239.8,0,0,0,0
1/1/2018,Not Available,Fashion,T - Shirts,credit_card,High,Not Available,0,248,1,0.2,16.3,248,49.6,198.4,182.1,182.1,198.4,0.082157258,214.7,0,0,0,0
1/1/2018,Not Available,Home & Furniture,Shoe Rack,credit_card,Medium,Not Available,0,124,1,0.3,4,124,37.2,86.8,82.8,82.8,86.8,0.046082949,90.8,0,0,0,0
1/1/2018,Not Available,Auto & Accessories,Car Mat,credit_card,Medium,Not Available,0,54,1,0.1,5.4,54,5.4,48.6,43.2,43.2,48.6,0.111111111,54,0,0,0,0
1/1/2018,Not Available,Fashion,Running Shoes,credit_card,Critical,Not Available,0,224,1,0.4,14,224,89.6,134.4,120.4,120.4,134.4,0.104166667,148.4,0,0,0,0
1/1/2018,Not Available,Home & Furniture,Sofas,money_order,Medium,Not Available,0,67,5,0.2,1.3,335,67,268,266.7,53.34,53.6,0.004850746,269.3,0,0,0,0
1/1/2018,Not Available,Fashion,Sneakers,credit_card,Medium,Not Available,0,62,1,0.3,6.2,62,18.6,43.4,37.2,37.2,43.4,0.142857143,49.6,0,0,0,0
1/2/2018,Not Available,Auto & Accessories,Tyre,e_wallet,Critical,Not Available,0,250,2,0.2,15,500,100,400,385,192.5,200,0.0375,415,0,0,0,0
1/2/2018,Not Available,Fashion,Running Shoes,credit_card,High,Not Available,0,224,1,0.5,11,224,112,112,101,101,112,0.098214286,123,0,0,0,0
1/2/2018,Not Available,Fashion,T - Shirts,credit_card,High,Not Available,0,248,1,0.4,12.8,248,99.2,148.8,136,136,148.8,0.086021505,161.6,0,0,0,0
1/2/2018,Not Available,Fashion,Shirts,credit_card,Medium,Not Available,0,196,2,0.4,10,392,156.8,235.2,225.2,112.6,117.6,0.042517007,245.2,0,0,0,0
1/2/2018,Not Available,Fashion,Fossil Watch,credit_card,Medium,Not Available,0,159,3,0.5,7.4,477,238.5,238.5,231.1,77.03333333,79.5,0.031027254,245.9,0,0,0,0
1/2/2018,Not Available,Home & Furniture,Sofas,money_order,Medium,Not Available,0,67,3,0.4,2.2,201,80.4,120.6,118.4,39.46666667,40.2,0.018242123,122.8,0,0,0,0
1/2/2018,Not Available,Electronic,Mouse,money_order,Medium,Not Available,0,111,3,0.2,2.4,333,66.6,266.4,264,88,88.8,0.009009009,268.8,0,0,0,0
1/2/2018,Not Available,Fashion,Suits,money_order,Critical,Not Available,0,109,5,0.5,0.2,545,272.5,272.5,272.3,54.46,54.5,0.000733945,272.7,0,0,0,0
1/2/2018,Not Available,Fashion,Formal Shoes,credit_card,High,Not Available,0,213,2,0.4,12.4,426,170.4,255.6,243.2,121.6,127.8,0.048513302,268,0,0,0,0
1/2/2018,Not Available,Fashion,Titak watch,credit_card,Medium,Not Available,0,228,4,0.5,10.2,912,456,456,445.8,111.45,114,0.022368421,466.2,0,0,0,0
1/2/2018,Not Available,Fashion,Jeans,credit_card,Critical,Not Available,0,218,5,0.5,8.4,1090,545,545,536.6,107.32,109,0.015412844,553.4,0,0,0,0
1/2/2018,Not Available,Fashion,Fossil Watch,credit_card,Medium,Not Available,0,159,5,0.5,3.9,795,397.5,397.5,393.6,78.72,79.5,0.009811321,401.4,0,0,0,0
1/2/2018,Not Available,Fashion,Shirts,money_order,Medium,Not Available,0,196,5,0.4,7.7,980,392,588,580.3,116.06,117.6,0.013095238,595.7,0,0,0,0
1/2/2018,Not Available,Fashion,Sports Wear,credit_card,High,Not Available,0,85,1,0.5,2.1,85,42.5,42.5,40.4,40.4,42.5,0.049411765,44.6,0,0,0,0
1/2/2018,Not Available,Auto & Accessories,Car Speakers,credit_card,High,Not Available,0,211,1,0.1,12.9,211,21.1,189.9,177,177,189.9,0.06793049,202.8,0,0,0,0
1/2/2018,Not Available,Electronic,Tablet,credit_card,Medium,Not Available,0,199,4,0.2,8.7,796,159.2,636.8,628.1,157.025,159.2,0.01366206,645.5,0,0,0,0
1/2/2018,Not Available,Fashion,Titak watch,credit_card,Medium,Not Available,0,228,1,0.4,14.3,228,91.2,136.8,122.5,122.5,136.8,0.104532164,151.1,0,0,0,0
1/2/2018,Not Available,Fashion,Running Shoes,credit_card,High,Not Available,0,224,2,0.4,12.6,448,179.2,268.8,256.2,128.1,134.4,0.046875,281.4,0,0,0,0
1/2/2018,Not Available,Auto & Accessories,Car Media Players,credit_card,Medium,Not Available,0,140,1,0.3,4.6,140,42,98,93.4,93.4,98,0.046938776,102.6,0,0,0,0
1/2/2018,Not Available,Auto & Accessories,Car Mat,money_order,High,Not Available,0,54,4,0.1,1.4,216,21.6,194.4,193,48.25,48.6,0.007201646,195.8,0,0,0,0
1/2/2018,Not Available,Fashion,Sports Wear,credit_card,Medium,Not Available,0,85,1,0.4,2.1,85,34,51,48.9,48.9,51,0.041176471,53.1,0,0,0,0
1/2/2018,Not Available,Fashion,Sneakers,money_order,Medium,Not Available,0,62,5,0.5,1.2,310,155,155,153.8,30.76,31,0.007741935,156.2,0,0,0,0
1/2/2018,Not Available,Auto & Accessories,Car & Bike Care,credit_card,Critical,Not Available,0,118,2,0.2,2.6,236,47.2,188.8,186.2,93.1,94.4,0.013771186,191.4,0,0,0,0
1/2/2018,Not Available,Fashion,Sneakers,credit_card,Critical,Not Available,0,62,3,0.4,2.1,186,74.4,111.6,109.5,36.5,37.2,0.018817204,113.7,0,0,0,0
1/2/2018,Not Available,Fashion,Fossil Watch,money_order,Medium,Not Available,0,159,2,0.5,6.3,318,159,159,152.7,76.35,79.5,0.039622642,165.3,0,0,0,0
1/2/2018,Not Available,Fashion,Sneakers,credit_card,Medium,Not Available,0,62,1,0.4,6.2,62,24.8,37.2,31,31,37.2,0.166666667,43.4,0,0,0,0
1/2/2018,Not Available,Electronic,Iron,credit_card,Medium,Not Available,0,222,2,0.1,12.9,444,44.4,399.6,386.7,193.35,199.8,0.032282282,412.5,0,0,0,0
1/2/2018,Not Available,Auto & Accessories,Car Body Covers,credit_card,Critical,Not Available,0,117,1,0.1,1.9,117,11.7,105.3,103.4,103.4,105.3,0.018043685,107.2,0,0,0,0
1/2/2018,Not Available,Auto & Accessories,Car Media Players,credit_card,Medium,Not Available,0,140,1,0.3,4.3,140,42,98,93.7,93.7,98,0.043877551,102.3,0,0,0,0
1/2/2018,Not Available,Fashion,Shirts,credit_card,Critical,Not Available,0,196,1,0.4,10.4,196,78.4,117.6,107.2,107.2,117.6,0.088435374,128,0,0,0,0
1/2/2018,Not Available,Fashion,Titak watch,credit_card,Critical,Not Available,0,228,2,0.5,14.3,456,228,228,213.7,106.85,114,0.062719298,242.3,0,0,0,0
1/2/2018,Not Available,Fashion,Fossil Watch,credit_card,Critical,Not Available,0,159,4,0.4,6.6,636,254.4,381.6,375,93.75,95.4,0.017295597,388.2,0,0,0,0
1/2/2018,Not Available,Fashion,Sports Wear,credit_card,High,Not Available,0,85,1,0.5,2.1,85,42.5,42.5,40.4,40.4,42.5,0.049411765,44.6,0,0,0,0
1/2/2018,Not Available,Fashion,T - Shirts,credit_card,Medium,Not Available,0,248,2,0.2,15.8,496,99.2,396.8,381,190.5,198.4,0.039818548,412.6,0,0,0,0
1/2/2018,Not Available,Fashion,Jeans,credit_card,Medium,Not Available,0,218,4,0.1,12.9,872,87.2,784.8,771.9,192.975,196.2,0.016437309,797.7,0,0,0,0
1/2/2018,Not Available,Home & Furniture,Dinner Crockery,credit_card,Medium,Not Available,0,133,1,0.2,5,133,26.6,106.4,101.4,101.4,106.4,0.046992481,111.4,0,0,0,0
1/2/2018,Not Available,Fashion,Suits,credit_card,Medium,Not Available,0,109,4,0.2,2,436,87.2,348.8,346.8,86.7,87.2,0.005733945,350.8,0,0,0,0
1/2/2018,Not Available,Fashion,Shirts,credit_card,Medium,Not Available,0,196,3,0.2,10.4,588,117.6,470.4,460,153.3333333,156.8,0.022108844,480.8,0,0,0,0
1/2/2018,Not Available,Home & Furniture,Dinner Crockery,credit_card,Medium,Not Available,0,133,5,0.4,2.6,665,266,399,396.4,79.28,79.8,0.006516291,401.6,0,0,0,0
1/2/2018,Not Available,Home & Furniture,Bed Sheets,credit_card,Low,Not Available,0,211,5,0.2,12,1055,211,844,832,166.4,168.8,0.014218009,856,0,0,0,0
1/2/2018,Not Available,Home & Furniture,Sofas,credit_card,Medium,Not Available,0,67,1,0.2,6.7,67,13.4,53.6,46.9,46.9,53.6,0.125,60.3,0,0,0,0
1/2/2018,Not Available,Fashion,Fossil Watch,credit_card,High,Not Available,0,159,1,0.1,7.3,159,15.9,143.1,135.8,135.8,143.1,0.051013277,150.4,0,0,0,0
1/2/2018,Not Available,Fashion,Shirts,money_order,Medium,Not Available,0,196,4,0.5,7.7,784,392,392,384.3,96.075,98,0.019642857,399.7,0,0,0,0
1/2/2018,Not Available,Home & Furniture,Dinner Crockery,e_wallet,Medium,Not Available,0,133,3,0.4,3.7,399,159.6,239.4,235.7,78.56666667,79.8,0.015455305,243.1,0,0,0,0
1/2/2018,Not Available,Fashion,Casula Shoes,credit_card,Medium,Not Available,0,122,2,0.3,3.5,244,73.2,170.8,167.3,83.65,85.4,0.020491803,174.3,0,0,0,0
1/2/2018,Not Available,Fashion,Jeans,credit_card,Medium,Not Available,0,218,1,0.2,13.4,218,43.6,174.4,161,161,174.4,0.076834862,187.8,0,0,0,0
1/2/2018,Not Available,Fashion,Shirts,money_order,Medium,Not Available,0,196,4,0.4,8.5,784,313.6,470.4,461.9,115.475,117.6,0.018069728,478.9,0,0,0,0
1/2/2018,Not Available,Fashion,Sneakers,credit_card,Medium,Not Available,0,62,2,0.1,3.1,124,12.4,111.6,108.5,54.25,55.8,0.027777778,114.7,0,0,0,0
1/2/2018,Not Available,Home & Furniture,Dinning Tables,credit_card,High,Not Available,0,119,4,0.4,2,476,190.4,285.6,283.6,70.9,71.4,0.007002801,287.6,0,0,0,0
1/2/2018,Not Available,Home & Furniture,Bed Sheets,credit_card,Medium,Not Available,0,211,5,0.3,7.8,1055,316.5,738.5,730.7,146.14,147.7,0.01056195,746.3,0,0,0,0
1/2/2018,Not Available,Home & Furniture,Sofa Covers,credit_card,High,Not Available,0,216,5,0.2,11.4,1080,216,864,852.6,170.52,172.8,0.013194444,875.4,0,0,0,0
1/2/2018,Not Available,Fashion,Shirts,money_order,Medium,Not Available,0,196,1,0.5,10.6,196,98,98,87.4,87.4,98,0.108163265,108.6,0,0,0,0
1/2/2018,Not Available,Fashion,Formal Shoes,credit_card,High,Not Available,0,213,4,0.5,9,852,426,426,417,104.25,106.5,0.021126761,435,0,0,0,0
1/2/2018,Not Available,Fashion,Shirts,credit_card,High,Not Available,0,196,4,0.3,9.2,784,235.2,548.8,539.6,134.9,137.2,0.016763848,558,0,0,0,0
1/2/2018,Not Available,Home & Furniture,Sofas,credit_card,Medium,Not Available,0,67,1,0.2,6.7,67,13.4,53.6,46.9,46.9,53.6,0.125,60.3,0,0,0,0
1/2/2018,Not Available,Fashion,Jeans,credit_card,High,Not Available,0,218,5,0.4,9.4,1090,436,654,644.6,128.92,130.8,0.014373089,663.4,0,0,0,0
1/2/2018,Not Available,Fashion,Titak watch,credit_card,Low,Not Available,0,228,5,0.3,11.4,1140,342,798,786.6,157.32,159.6,0.014285714,809.4,0,0,0,0
1/2/2018,Not Available,Fashion,Sports Wear,credit_card,Medium,Not Available,0,85,5,0.5,1.7,425,212.5,212.5,210.8,42.16,42.5,0.008,214.2,0,0,0,0
1/2/2018,Not Available,Home & Furniture,Dinner Crockery,money_order,Medium,Not Available,0,133,3,0.4,3.7,399,159.6,239.4,235.7,78.56666667,79.8,0.015455305,243.1,0,0,0,0
1/2/2018,Not Available,Home & Furniture,Dinner Crockery,credit_card,Medium,Not Available,0,133,2,0.5,2.6,266,133,133,130.4,65.2,66.5,0.019548872,135.6,0,0,0,0
1/2/2018,Not Available,Fashion,Titak watch,credit_card,Medium,Not Available,0,228,5,0.2,12.5,1140,228,912,899.5,179.9,182.4,0.01370614,924.5,0,0,0,0
1/2/2018,Not Available,Fashion,Fossil Watch,credit_card,Medium,Not Available,0,159,4,0.1,7.3,636,63.6,572.4,565.1,141.275,143.1,0.012753319,579.7,0,0,0,0
1/2/2018,Not Available,Fashion,Running Shoes,credit_card,Medium,Not Available,0,224,5,0.4,9.9,1120,448,672,662.1,132.42,134.4,0.014732143,681.9,0,0,0,0
1/2/2018,Not Available,Fashion,Titak watch,credit_card,Medium,Not Available,0,228,1,0.3,14.1,228,68.4,159.6,145.5,145.5,159.6,0.088345865,173.7,0,0,0,0
1/2/2018,Not Available,Fashion,T - Shirts,credit_card,Medium,Not Available,0,248,1,0.3,16.1,248,74.4,173.6,157.5,157.5,173.6,0.092741935,189.7,0,0,0,0
1/2/2018,Not Available,Home & Furniture,Shoe Rack,credit_card,Medium,Not Available,0,124,2,0.3,2.9,248,74.4,173.6,170.7,85.35,86.8,0.016705069,176.5,0,0,0,0
1/2/2018,Not Available,Home & Furniture,Dinner Crockery,credit_card,High,Not Available,0,133,2,0.4,3.2,266,106.4,159.6,156.4,78.2,79.8,0.020050125,162.8,0,0,0,0
1/2/2018,Not Available,Home & Furniture,Umbrellas,money_order,Medium,Not Available,0,70,3,0.2,2.3,210,42,168,165.7,55.23333333,56,0.013690476,170.3,0,0,0,0
1/2/2018,Not Available,Home & Furniture,Dinner Crockery,credit_card,Medium,Not Available,0,133,1,0.1,5.2,133,13.3,119.7,114.5,114.5,119.7,0.043441938,124.9,0,0,0,0
1/3/2018,Not Available,Home & Furniture,Curtains,credit_card,Medium,Not Available,0,34,4,0.4,0.9,136,54.4,81.6,80.7,20.175,20.4,0.011029412,82.5,0,0,0,0
1/3/2018,Not Available,Auto & Accessories,Car Mat,money_order,Medium,Not Available,0,54,4,0.2,1.4,216,43.2,172.8,171.4,42.85,43.2,0.008101852,174.2,0,0,0,0
1/3/2018,Not Available,Home & Furniture,Umbrellas,credit_card,Medium,Not Available,0,70,1,0.3,3.5,70,21,49,45.5,45.5,49,0.071428571,52.5,0,0,0,0
1/3/2018,Not Available,Electronic,Fans,money_order,Medium,Not Available,0,149,2,0.1,6,298,29.8,268.2,262.2,131.1,134.1,0.022371365,274.2,0,0,0,0
1/3/2018,Not Available,Auto & Accessories,Car Speakers,credit_card,High,Not Available,0,211,1,0.3,12.3,211,63.3,147.7,135.4,135.4,147.7,0.083276913,160,0,0,0,0
1/3/2018,Not Available,Electronic,Apple Laptop,credit_card,Medium,Not Available,0,250,3,0.2,15.5,750,150,600,584.5,194.8333333,200,0.025833333,615.5,0,0,0,0
1/3/2018,Not Available,Electronic,LCD,credit_card,High,Not Available,0,65,2,0.2,3.3,130,26,104,100.7,50.35,52,0.031730769,107.3,0,0,0,0
1/3/2018,Not Available,Electronic,Keyboard,credit_card,Medium,Not Available,0,33,1,0.2,0.7,33,6.6,26.4,25.7,25.7,26.4,0.026515152,27.1,0,0,0,0
1/3/2018,Not Available,Home & Furniture,Sofa Covers,money_order,High,Not Available,0,216,3,0.4,11,648,259.2,388.8,377.8,125.9333333,129.6,0.028292181,399.8,0,0,0,0
1/3/2018,Not Available,Fashion,Fossil Watch,credit_card,High,Not Available,0,159,2,0.5,6.3,318,159,159,152.7,76.35,79.5,0.039622642,165.3,0,0,0,0
